,SalesAgentEmailID,ContactEmailID,sentiment_scores,Product,year_month,Close_Value
183,21,4,5.527027027027027,5,2016-12-01,3841
184,12,68,3.36,4,2016-12-01,4338
185,10,37,3.6095238095238096,4,2016-12-01,4438
186,7,46,3.3225806451612905,4,2016-12-01,4998
187,15,34,3.9506172839506166,3,2016-12-01,5425
188,0,10,3.462068965517241,3,2016-12-01,5459
189,15,65,3.875776397515528,4,2016-12-01,5539
190,12,22,4.428571428571429,3,2016-12-01,6490
191,25,9,4.573333333333333,6,2017-01-01,54
192,12,8,3.8645833333333335,6,2017-01-01,57
193,19,41,4.066666666666666,6,2017-01-01,67
194,7,54,3.65,1,2017-01-01,481
195,22,77,3.6263736263736255,1,2017-01-01,494
196,6,52,3.830188679245283,1,2017-01-01,514
197,0,6,4.304347826086956,1,2017-01-01,514
198,19,71,4.297297297297297,1,2017-01-01,523
199,4,76,4.154929577464789,1,2017-01-01,538
200,26,27,3.2098765432098766,1,2017-01-01,542
201,29,22,4.0,1,2017-01-01,617
202,21,83,4.452830188679245,2,2017-01-01,1080
203,1,19,3.9361702127659575,2,2017-01-01,1171
204,28,80,3.21875,2,2017-01-01,1179
205,6,37,4.065359477124183,2,2017-01-01,1217
206,10,52,4.39240506329114,5,2017-01-01,3367
207,14,71,3.602409638554217,5,2017-01-01,3388
208,7,78,3.321428571428572,5,2017-01-01,3644
209,13,83,3.5663716814159288,4,2017-01-01,4213
210,5,78,3.627450980392157,4,2017-01-01,4491
211,15,35,3.1210762331838566,4,2017-01-01,4559
212,20,20,3.1486486486486487,3,2017-01-01,4651
213,0,15,4.275229357798165,3,2017-01-01,5060
214,15,29,3.9930555555555554,4,2017-01-01,5100
215,21,33,3.1805555555555562,3,2017-01-01,5604
216,8,29,3.8235294117647056,6,2017-02-01,51
217,26,62,3.8067226890756296,6,2017-02-01,51
218,0,21,4.258064516129032,6,2017-02-01,52
219,25,5,4.527777777777779,6,2017-02-01,53
220,8,2,3.5909090909090917,6,2017-02-01,56
221,6,40,3.746987951807229,6,2017-02-01,56
222,5,56,4.203389830508475,6,2017-02-01,58
223,23,68,4.507246376811594,6,2017-02-01,58
224,0,9,4.115151515151515,6,2017-02-01,59
225,4,1,4.220338983050849,6,2017-02-01,59
226,18,15,2.5454545454545454,6,2017-02-01,64
227,29,57,3.5875,1,2017-02-01,430
228,17,27,3.82,1,2017-02-01,464
229,7,56,4.483516483516484,1,2017-02-01,483
230,1,17,3.054054054054053,1,2017-02-01,492
231,19,41,4.066666666666666,1,2017-02-01,524
232,13,13,4.074380165289257,1,2017-02-01,526
233,21,38,2.9545454545454546,1,2017-02-01,554
234,3,31,2.6388888888888893,1,2017-02-01,568
235,22,19,4.586956521739131,1,2017-02-01,572
236,4,56,3.6835443037974684,1,2017-02-01,599
237,22,64,4.1506849315068495,2,2017-02-01,1024
238,14,81,4.393617021276596,2,2017-02-01,1028
239,18,5,3.2643678160919536,2,2017-02-01,1086
240,12,74,4.311827956989247,2,2017-02-01,1117
241,16,38,4.2627118644067785,2,2017-02-01,1127
242,2,70,3.2583333333333333,5,2017-02-01,2613
243,25,82,3.660550458715597,5,2017-02-01,2871
244,7,84,2.5526315789473686,5,2017-02-01,2981
245,2,43,4.609195402298852,5,2017-02-01,3503
246,19,63,4.6880733944954125,5,2017-02-01,3535
247,18,72,3.6463414634146334,5,2017-02-01,3657
248,19,14,4.0508474576271185,4,2017-02-01,4689
249,15,75,2.980392156862745,4,2017-02-01,4694
250,19,44,5.543859649122807,3,2017-02-01,4786
251,29,68,4.17741935483871,4,2017-02-01,4818
252,22,48,3.824561403508772,4,2017-02-01,4905
253,26,62,3.8067226890756296,3,2017-02-01,5196
254,0,82,3.7459016393442623,3,2017-02-01,5600
255,12,34,3.72972972972973,3,2017-02-01,6101
256,18,15,2.5454545454545454,3,2017-02-01,6322
257,8,63,3.526315789473684,0,2017-02-01,25464
258,27,70,3.36046511627907,6,2017-03-01,51
259,25,18,4.724137931034483,6,2017-03-01,51
260,17,2,3.9354838709677415,6,2017-03-01,52
261,0,36,3.9205298013245033,6,2017-03-01,53
262,0,4,4.118012422360248,6,2017-03-01,53
263,27,1,4.035294117647059,6,2017-03-01,53
264,25,9,4.573333333333333,6,2017-03-01,54
265,16,82,3.6346153846153846,6,2017-03-01,54
266,6,69,4.183783783783784,6,2017-03-01,56
267,26,51,4.9753086419753085,6,2017-03-01,56
268,20,79,2.9607843137254903,6,2017-03-01,57
269,0,42,4.48,6,2017-03-01,59
270,18,35,4.486725663716813,6,2017-03-01,60
271,0,15,4.275229357798165,6,2017-03-01,66
272,12,55,2.588235294117647,1,2017-03-01,457
273,7,47,4.229166666666667,1,2017-03-01,487
274,28,64,5.3125,1,2017-03-01,514
275,16,59,3.797752808988764,1,2017-03-01,528
276,16,5,4.09,1,2017-03-01,530
277,5,58,3.297872340425532,1,2017-03-01,536
278,16,32,3.8191489361702127,1,2017-03-01,537
279,12,65,3.343283582089552,1,2017-03-01,540
280,26,44,3.1265822784810124,1,2017-03-01,550
281,7,25,3.351851851851852,1,2017-03-01,553
282,22,26,5.204081632653062,1,2017-03-01,553
283,14,16,4.784810126582278,1,2017-03-01,566
284,7,78,3.321428571428572,1,2017-03-01,573
285,16,38,4.2627118644067785,1,2017-03-01,579
286,13,83,3.5663716814159288,1,2017-03-01,580
287,0,72,3.2605042016806722,1,2017-03-01,582
288,14,39,3.783018867924529,1,2017-03-01,592
289,3,69,3.016949152542373,1,2017-03-01,612
290,0,38,4.97872340425532,1,2017-03-01,631
291,16,21,2.8446601941747574,1,2017-03-01,648
292,0,72,3.2605042016806722,2,2017-03-01,962
293,17,27,3.82,2,2017-03-01,967
294,11,8,3.53125,2,2017-03-01,975
295,19,29,3.2222222222222223,2,2017-03-01,993
296,0,4,4.118012422360248,2,2017-03-01,999
297,29,71,4.079545454545454,2,2017-03-01,1064
298,21,6,4.734375,2,2017-03-01,1064
299,14,16,4.784810126582278,2,2017-03-01,1082
300,19,8,4.024691358024692,2,2017-03-01,1096
301,5,0,4.0144927536231885,2,2017-03-01,1096
302,21,37,4.017857142857143,2,2017-03-01,1123
303,29,26,3.900584795321637,2,2017-03-01,1129
304,15,71,3.193548387096774,2,2017-03-01,1133
305,29,26,3.900584795321637,2,2017-03-01,1159
306,1,80,3.4901960784313726,2,2017-03-01,1354
307,1,25,4.114285714285714,5,2017-03-01,2677
308,22,19,4.586956521739131,5,2017-03-01,2984
309,14,51,4.111111111111111,5,2017-03-01,3164
310,7,41,3.8411764705882354,5,2017-03-01,3222
311,17,23,2.988095238095238,5,2017-03-01,3442
312,11,27,3.7012987012987013,5,2017-03-01,3448
313,16,40,3.5496688741721854,5,2017-03-01,3573
314,27,25,3.3571428571428568,5,2017-03-01,3629
315,11,51,5.130434782608695,5,2017-03-01,3741
316,6,24,4.264516129032258,5,2017-03-01,3822
317,20,35,4.513888888888889,5,2017-03-01,3982
318,29,22,4.0,5,2017-03-01,4249
319,15,65,3.875776397515528,4,2017-03-01,4356
320,26,68,4.274074074074074,4,2017-03-01,4408
321,6,24,4.264516129032258,4,2017-03-01,4688
322,5,41,3.1219512195121952,4,2017-03-01,4712
323,29,8,3.289156626506024,4,2017-03-01,4797
324,19,41,4.066666666666666,4,2017-03-01,4812
325,6,24,4.264516129032258,4,2017-03-01,4817
326,6,13,3.626436781609196,4,2017-03-01,4829
327,6,26,3.971875,4,2017-03-01,4837
328,4,84,3.947368421052632,4,2017-03-01,4861
329,23,27,2.9454545454545453,4,2017-03-01,4933
330,6,59,3.928888888888889,4,2017-03-01,4991
331,29,63,3.2692307692307687,4,2017-03-01,5212
332,12,3,4.375,3,2017-03-01,5306
333,19,41,4.066666666666666,4,2017-03-01,5316
334,7,73,4.3431372549019605,3,2017-03-01,5454
335,7,1,3.78,4,2017-03-01,5621
336,19,23,4.584415584415584,3,2017-03-01,5966
337,25,9,4.573333333333333,3,2017-03-01,6282
338,8,23,4.965517241379311,6,2017-04-01,43
339,11,34,3.625,6,2017-04-01,49
340,26,57,3.982300884955752,6,2017-04-01,51
341,8,57,3.6037735849056602,6,2017-04-01,51
342,0,40,3.5483870967741935,6,2017-04-01,52
343,3,36,4.8375,6,2017-04-01,52
344,23,26,4.533333333333333,6,2017-04-01,53
345,8,55,4.346938775510204,6,2017-04-01,53
346,17,63,4.068627450980392,6,2017-04-01,53
347,0,72,3.2605042016806722,6,2017-04-01,54
348,1,54,2.2,6,2017-04-01,57
349,2,48,4.122448979591836,6,2017-04-01,59
350,4,64,3.973684210526317,6,2017-04-01,59
351,6,66,3.783251231527093,6,2017-04-01,59
352,8,75,4.3076923076923075,6,2017-04-01,60
353,16,66,4.447916666666667,6,2017-04-01,61
354,23,45,2.8536585365853657,6,2017-04-01,62
355,11,55,3.0327868852459017,6,2017-04-01,62
356,29,22,4.0,6,2017-04-01,64
357,26,35,3.7685589519650655,6,2017-04-01,65
358,12,8,3.8645833333333335,1,2017-04-01,431
359,26,35,3.7685589519650655,1,2017-04-01,456
360,15,14,3.9259259259259274,1,2017-04-01,481
361,1,58,4.333333333333333,1,2017-04-01,511
362,12,75,4.264367816091953,1,2017-04-01,524
363,21,38,2.9545454545454546,1,2017-04-01,528
364,20,9,3.4074074074074074,1,2017-04-01,530
365,22,47,4.225225225225225,1,2017-04-01,532
366,16,59,3.797752808988764,1,2017-04-01,536
367,13,18,4.32,1,2017-04-01,538
368,27,64,4.986486486486488,1,2017-04-01,542
369,20,37,4.45045045045045,1,2017-04-01,546
370,22,58,3.0481927710843366,1,2017-04-01,555
371,9,41,2.6506024096385543,1,2017-04-01,555
372,1,64,4.634920634920634,1,2017-04-01,560
373,10,24,5.352941176470588,1,2017-04-01,560
374,6,20,3.611111111111111,1,2017-04-01,561
375,27,58,4.4567901234567895,1,2017-04-01,566
376,16,33,4.711111111111111,1,2017-04-01,582
377,29,27,4.287234042553192,1,2017-04-01,598
378,29,2,4.865671641791045,1,2017-04-01,606
379,6,33,4.127853881278539,1,2017-04-01,608
380,15,45,4.354330708661418,1,2017-04-01,613
381,23,55,3.652173913043478,1,2017-04-01,622
382,2,73,4.075949367088608,1,2017-04-01,623
383,13,9,4.401869158878505,2,2017-04-01,834
384,21,32,2.931034482758621,2,2017-04-01,970
385,6,52,3.830188679245283,2,2017-04-01,984
386,14,26,4.28169014084507,2,2017-04-01,994
387,13,37,3.568807339449541,2,2017-04-01,1012
388,11,2,4.129032258064516,2,2017-04-01,1024
389,1,84,5.137931034482759,2,2017-04-01,1063
390,1,70,3.967741935483871,2,2017-04-01,1066
391,12,29,3.7927927927927927,2,2017-04-01,1090
392,2,43,4.609195402298852,2,2017-04-01,1114
393,1,17,3.054054054054053,2,2017-04-01,1140
394,15,39,3.5042016806722684,2,2017-04-01,1168
395,18,83,5.313953488372093,2,2017-04-01,1176
396,19,3,3.8376068376068377,2,2017-04-01,1180
397,3,10,4.333333333333333,2,2017-04-01,1184
398,11,27,3.7012987012987013,5,2017-04-01,2997
399,12,29,3.7927927927927927,5,2017-04-01,3063
400,6,83,5.121359223300972,5,2017-04-01,3141
401,26,34,3.4878048780487805,5,2017-04-01,3195
402,22,64,4.1506849315068495,5,2017-04-01,3203
403,10,6,4.14,5,2017-04-01,3212
404,13,42,3.684684684684685,5,2017-04-01,3281
405,11,45,3.0597014925373136,5,2017-04-01,3293
406,26,45,3.9230769230769234,5,2017-04-01,3337
407,28,54,4.303571428571429,5,2017-04-01,3350
408,11,8,3.53125,5,2017-04-01,3482
409,7,50,3.0,5,2017-04-01,3521
410,5,46,3.581818181818182,5,2017-04-01,3641
411,6,33,4.127853881278539,5,2017-04-01,3647
412,10,40,4.17,5,2017-04-01,3772
413,26,41,3.971291866028708,5,2017-04-01,3794
414,9,77,3.5625,4,2017-04-01,3869
415,20,40,3.3421052631578947,5,2017-04-01,3971
416,15,17,3.740740740740741,5,2017-04-01,4022
417,29,61,3.5161290322580645,3,2017-04-01,4059
418,22,47,4.225225225225225,4,2017-04-01,4252
419,2,41,3.825581395348837,4,2017-04-01,4294
420,6,33,4.127853881278539,4,2017-04-01,4311
421,13,10,4.463157894736842,4,2017-04-01,4356
422,13,10,4.463157894736842,4,2017-04-01,4404
423,6,20,3.611111111111111,4,2017-04-01,4515
424,15,71,3.193548387096774,4,2017-04-01,4554
425,29,57,3.5875,4,2017-04-01,4633
426,27,50,3.9315068493150687,4,2017-04-01,4634
427,7,17,2.962962962962963,4,2017-04-01,4662
428,15,51,4.065693430656935,4,2017-04-01,4719
429,9,73,2.6041666666666665,4,2017-04-01,4746
430,3,21,3.520833333333333,3,2017-04-01,4749
431,22,73,4.802197802197801,4,2017-04-01,4837
432,14,61,2.8181818181818183,4,2017-04-01,4865
433,6,38,3.532934131736527,4,2017-04-01,4888
434,7,54,3.65,3,2017-04-01,5051
435,18,69,4.126436781609195,4,2017-04-01,5055
436,6,13,3.626436781609196,4,2017-04-01,5055
437,13,33,4.307017543859649,4,2017-04-01,5064
438,6,82,3.5726872246696035,4,2017-04-01,5088
439,10,42,3.2823529411764705,4,2017-04-01,5142
440,20,37,4.45045045045045,3,2017-04-01,5449
441,12,75,4.264367816091953,3,2017-04-01,5547
442,20,38,2.581081081081081,3,2017-04-01,5619
443,6,4,3.5772727272727267,4,2017-04-01,5647
444,10,6,4.14,4,2017-04-01,5729
445,24,60,3.2068965517241383,3,2017-04-01,5805
446,28,43,3.717948717948718,4,2017-04-01,6135
447,22,67,3.177419354838709,3,2017-04-01,6180
448,7,43,4.0470588235294125,3,2017-04-01,6205
449,22,7,3.739130434782609,3,2017-04-01,6318
450,29,55,3.738095238095238,6,2017-05-01,46
451,26,17,4.244541484716157,6,2017-05-01,47
452,18,52,4.28421052631579,6,2017-05-01,48
453,0,18,3.3404255319148937,6,2017-05-01,49
454,25,79,3.515151515151515,6,2017-05-01,50
455,0,26,4.0,6,2017-05-01,52
456,10,24,5.352941176470588,6,2017-05-01,53
457,25,59,3.963302752293578,6,2017-05-01,53
458,0,10,3.462068965517241,6,2017-05-01,54
459,25,52,5.617647058823528,6,2017-05-01,54
460,3,32,4.1521739130434785,6,2017-05-01,55
461,19,65,4.373626373626373,6,2017-05-01,55
462,23,41,5.102564102564102,6,2017-05-01,56
463,16,35,2.954954954954955,6,2017-05-01,56
464,27,43,4.0381679389312986,6,2017-05-01,56
465,25,6,4.6879432624113475,6,2017-05-01,57
466,13,26,4.151785714285714,6,2017-05-01,57
467,0,18,3.3404255319148937,6,2017-05-01,58
468,14,62,4.296296296296297,6,2017-05-01,59
469,25,15,3.977011494252874,6,2017-05-01,59
470,25,69,3.671641791044777,6,2017-05-01,59
471,15,16,4.1,6,2017-05-01,59
472,20,35,4.513888888888889,6,2017-05-01,59
473,22,60,3.9012345679012346,6,2017-05-01,61
474,0,5,3.7777777777777777,6,2017-05-01,63
475,12,71,3.738255033557047,6,2017-05-01,65
476,14,65,3.9585798816568047,1,2017-05-01,478
477,16,32,3.8191489361702127,1,2017-05-01,485
478,9,41,2.6506024096385543,1,2017-05-01,492
479,15,16,4.1,1,2017-05-01,505
480,7,84,2.5526315789473686,1,2017-05-01,511
481,14,51,4.111111111111111,1,2017-05-01,511
482,13,83,3.5663716814159288,1,2017-05-01,513
483,29,3,3.79,1,2017-05-01,520
484,19,62,3.697368421052632,1,2017-05-01,524
485,17,74,4.0,1,2017-05-01,527
486,27,25,3.3571428571428568,1,2017-05-01,533
487,15,63,4.082758620689655,1,2017-05-01,538
488,1,84,5.137931034482759,1,2017-05-01,541
489,14,34,2.7142857142857144,1,2017-05-01,552
490,13,31,3.674418604651162,1,2017-05-01,565
491,15,74,4.121739130434783,1,2017-05-01,566
492,12,62,2.763888888888889,1,2017-05-01,570
493,20,13,3.4482758620689653,1,2017-05-01,577
494,15,41,3.995594713656388,1,2017-05-01,579
495,16,83,4.0,1,2017-05-01,594
496,26,23,4.99009900990099,1,2017-05-01,600
497,0,9,4.115151515151515,1,2017-05-01,622
498,4,43,4.0886075949367084,1,2017-05-01,665
499,26,35,3.7685589519650655,2,2017-05-01,880
500,1,47,3.8395061728395055,2,2017-05-01,886
501,10,18,4.375,2,2017-05-01,917
502,6,66,3.783251231527093,2,2017-05-01,927
503,21,36,2.8428571428571434,2,2017-05-01,960
504,10,32,2.8717948717948723,2,2017-05-01,970
505,24,58,2.7462686567164183,2,2017-05-01,975
506,6,26,3.971875,2,2017-05-01,987
507,17,8,4.359649122807017,2,2017-05-01,1017
508,6,32,4.440789473684211,2,2017-05-01,1020
509,2,43,4.609195402298852,2,2017-05-01,1027
510,7,60,4.627450980392157,2,2017-05-01,1037
511,10,72,2.476923076923077,2,2017-05-01,1055
512,16,82,3.6346153846153846,2,2017-05-01,1072
513,27,1,4.035294117647059,2,2017-05-01,1093
514,4,17,4.148387096774194,2,2017-05-01,1105
515,26,16,4.242105263157895,2,2017-05-01,1118
516,28,80,3.21875,2,2017-05-01,1144
517,27,76,5.0317460317460325,2,2017-05-01,1145
518,13,82,4.1729323308270665,2,2017-05-01,1148
519,20,6,3.8571428571428568,2,2017-05-01,1174
520,18,4,3.9680851063829774,2,2017-05-01,1185
521,6,18,3.6628571428571433,2,2017-05-01,1203
522,26,17,4.244541484716157,2,2017-05-01,1208
523,5,41,3.1219512195121952,2,2017-05-01,1291
524,17,63,4.068627450980392,5,2017-05-01,2882
525,1,67,2.65,5,2017-05-01,3138
526,3,42,4.220779220779221,5,2017-05-01,3148
527,14,71,3.602409638554217,5,2017-05-01,3254
528,1,48,4.07,5,2017-05-01,3259
529,2,0,3.611111111111111,5,2017-05-01,3275
530,27,54,3.4788732394366195,5,2017-05-01,3342
531,6,82,3.5726872246696035,5,2017-05-01,3346
532,26,8,3.949685534591195,5,2017-05-01,3418
533,7,67,3.9367088607594938,5,2017-05-01,3423
534,26,27,3.2098765432098766,5,2017-05-01,3559
535,9,12,2.7894736842105257,4,2017-05-01,3822
536,2,41,3.825581395348837,4,2017-05-01,3822
537,2,48,4.122448979591836,5,2017-05-01,3844
538,23,71,3.92156862745098,5,2017-05-01,3855
539,25,13,3.0283018867924527,5,2017-05-01,3860
540,6,6,3.741312741312741,4,2017-05-01,3892
541,25,24,3.2616822429906542,5,2017-05-01,4011
542,17,27,3.82,4,2017-05-01,4063
543,20,37,4.45045045045045,5,2017-05-01,4109
544,1,67,2.65,4,2017-05-01,4125
545,6,72,3.6703296703296697,4,2017-05-01,4226
