,SalesAgentEmailID,ContactEmailID,sentiment_scores,Product,year_month,Close_Value,month,year,lag_1,lag_2,lag_3,lag_4,lag_(-1),lag_(-2),lag_(-3),lag_(-4),rolling_avg,rolling_min,rolling_max
48,3,4,3.773333333333333,5,2016-07-01,3956,7,2016,3671.0,3558.0,3440.0,1040.0,4799.0,4829.0,5370.0,5410.0,3133.0,1040.0,3956.0
49,5,58,3.2978723404255317,4,2016-07-01,4799,7,2016,3956.0,3671.0,3558.0,3440.0,4829.0,5370.0,5410.0,51.0,3884.8,3440.0,4799.0
50,24,25,3.575757575757576,4,2016-07-01,4829,7,2016,4799.0,3956.0,3671.0,3558.0,5370.0,5410.0,51.0,487.0,4162.6,3558.0,4829.0
51,29,34,4.0972222222222205,3,2016-07-01,5370,7,2016,4829.0,4799.0,3956.0,3671.0,5410.0,51.0,487.0,598.0,4525.0,3671.0,5370.0
52,17,44,3.8651685393258433,3,2016-07-01,5410,7,2016,5370.0,4829.0,4799.0,3956.0,51.0,487.0,598.0,1161.0,4872.8,3956.0,5410.0
53,25,37,4.6224489795918355,6,2016-08-01,51,8,2016,5410.0,5370.0,4829.0,4799.0,487.0,598.0,1161.0,2955.0,4091.8,51.0,5410.0
54,21,40,3.7875,1,2016-08-01,487,8,2016,51.0,5410.0,5370.0,4829.0,598.0,1161.0,2955.0,4704.0,3229.4,51.0,5410.0
55,14,68,3.62992125984252,1,2016-08-01,598,8,2016,487.0,51.0,5410.0,5370.0,1161.0,2955.0,4704.0,4711.0,2383.2,51.0,5410.0
56,6,38,3.532934131736527,2,2016-08-01,1161,8,2016,598.0,487.0,51.0,5410.0,2955.0,4704.0,4711.0,5425.0,1541.4,51.0,5410.0
57,3,9,3.673684210526316,5,2016-08-01,2955,8,2016,1161.0,598.0,487.0,51.0,4704.0,4711.0,5425.0,5765.0,1050.4,51.0,2955.0
58,1,60,2.7358490566037736,4,2016-08-01,4704,8,2016,2955.0,1161.0,598.0,487.0,4711.0,5425.0,5765.0,6499.0,1981.0,487.0,4704.0
59,6,9,3.8839590443686007,3,2016-08-01,4711,8,2016,4704.0,2955.0,1161.0,598.0,5425.0,5765.0,6499.0,50.0,2825.8,598.0,4711.0
60,2,56,3.613861386138614,3,2016-08-01,5425,8,2016,4711.0,4704.0,2955.0,1161.0,5765.0,6499.0,50.0,51.0,3791.2,1161.0,5425.0
61,0,6,4.304347826086956,3,2016-08-01,5765,8,2016,5425.0,4711.0,4704.0,2955.0,6499.0,50.0,51.0,51.0,4712.0,2955.0,5765.0
62,29,75,4.40566037735849,3,2016-08-01,6499,8,2016,5765.0,5425.0,4711.0,4704.0,50.0,51.0,51.0,53.0,5420.8,4704.0,6499.0
63,6,21,3.443243243243243,6,2016-09-01,50,9,2016,6499.0,5765.0,5425.0,4711.0,51.0,51.0,53.0,55.0,4490.0,50.0,6499.0
64,13,13,4.074380165289257,6,2016-09-01,51,9,2016,50.0,6499.0,5765.0,5425.0,51.0,53.0,55.0,55.0,3558.0,50.0,6499.0
65,15,68,4.3419354838709685,6,2016-09-01,51,9,2016,51.0,50.0,6499.0,5765.0,53.0,55.0,55.0,61.0,2483.2,50.0,6499.0
66,11,44,4.319148936170213,6,2016-09-01,53,9,2016,51.0,51.0,50.0,6499.0,55.0,55.0,61.0,64.0,1340.8,50.0,6499.0
67,27,78,4.670731707317073,6,2016-09-01,55,9,2016,53.0,51.0,51.0,50.0,55.0,61.0,64.0,67.0,52.0,50.0,55.0
68,26,57,3.9823008849557517,6,2016-09-01,55,9,2016,55.0,53.0,51.0,51.0,61.0,64.0,67.0,469.0,53.0,51.0,55.0
69,25,5,4.527777777777779,6,2016-09-01,61,9,2016,55.0,55.0,53.0,51.0,64.0,67.0,469.0,510.0,55.0,51.0,61.0
70,17,23,2.988095238095238,6,2016-09-01,64,9,2016,61.0,55.0,55.0,53.0,67.0,469.0,510.0,538.0,57.6,53.0,64.0
71,25,15,3.977011494252874,6,2016-09-01,67,9,2016,64.0,61.0,55.0,55.0,469.0,510.0,538.0,576.0,60.4,55.0,67.0
72,9,17,4.380281690140845,1,2016-09-01,469,9,2016,67.0,64.0,61.0,55.0,510.0,538.0,576.0,601.0,143.2,55.0,469.0
73,9,78,1.8947368421052635,1,2016-09-01,510,9,2016,469.0,67.0,64.0,61.0,538.0,576.0,601.0,605.0,234.2,61.0,510.0
74,23,17,2.7142857142857144,1,2016-09-01,538,9,2016,510.0,469.0,67.0,64.0,576.0,601.0,605.0,609.0,329.6,64.0,538.0
75,17,44,3.8651685393258433,1,2016-09-01,576,9,2016,538.0,510.0,469.0,67.0,601.0,605.0,609.0,635.0,432.0,67.0,576.0
76,17,63,4.068627450980392,1,2016-09-01,601,9,2016,576.0,538.0,510.0,469.0,605.0,609.0,635.0,979.0,538.8,469.0,601.0
77,7,64,4.020408163265306,1,2016-09-01,605,9,2016,601.0,576.0,538.0,510.0,609.0,635.0,979.0,1026.0,566.0,510.0,605.0
78,16,37,4.227941176470588,1,2016-09-01,609,9,2016,605.0,601.0,576.0,538.0,635.0,979.0,1026.0,1034.0,585.8,538.0,609.0
79,23,45,2.8536585365853657,1,2016-09-01,635,9,2016,609.0,605.0,601.0,576.0,979.0,1026.0,1034.0,1046.0,605.2,576.0,635.0
80,19,75,3.45679012345679,2,2016-09-01,979,9,2016,635.0,609.0,605.0,601.0,1026.0,1034.0,1046.0,1054.0,685.8,601.0,979.0
81,21,31,4.978260869565218,2,2016-09-01,1026,9,2016,979.0,635.0,609.0,605.0,1034.0,1046.0,1054.0,3045.0,770.8,605.0,1026.0
82,4,47,4.779220779220778,2,2016-09-01,1034,9,2016,1026.0,979.0,635.0,609.0,1046.0,1054.0,3045.0,3246.0,856.6,609.0,1034.0
83,15,75,2.980392156862745,2,2016-09-01,1046,9,2016,1034.0,1026.0,979.0,635.0,1054.0,3045.0,3246.0,3269.0,944.0,635.0,1046.0
84,20,21,3.6075949367088618,2,2016-09-01,1054,9,2016,1046.0,1034.0,1026.0,979.0,3045.0,3246.0,3269.0,3351.0,1027.8,979.0,1054.0
85,28,28,3.305084745762712,5,2016-09-01,3045,9,2016,1054.0,1046.0,1034.0,1026.0,3246.0,3269.0,3351.0,3358.0,1441.0,1026.0,3045.0
86,0,9,4.115151515151515,5,2016-09-01,3246,9,2016,3045.0,1054.0,1046.0,1034.0,3269.0,3351.0,3358.0,3421.0,1885.0,1034.0,3246.0
87,6,37,4.065359477124183,5,2016-09-01,3269,9,2016,3246.0,3045.0,1054.0,1046.0,3351.0,3358.0,3421.0,3426.0,2332.0,1046.0,3269.0
88,4,43,4.0886075949367084,5,2016-09-01,3351,9,2016,3269.0,3246.0,3045.0,1054.0,3358.0,3421.0,3426.0,3577.0,2793.0,1054.0,3351.0
89,6,69,4.183783783783784,5,2016-09-01,3358,9,2016,3351.0,3269.0,3246.0,3045.0,3421.0,3426.0,3577.0,3803.0,3253.8,3045.0,3358.0
90,7,56,4.483516483516484,5,2016-09-01,3421,9,2016,3358.0,3351.0,3269.0,3246.0,3426.0,3577.0,3803.0,3952.0,3329.0,3246.0,3421.0
91,11,81,3.0285714285714285,5,2016-09-01,3426,9,2016,3421.0,3358.0,3351.0,3269.0,3577.0,3803.0,3952.0,4570.0,3365.0,3269.0,3426.0
92,4,78,3.779411764705882,5,2016-09-01,3577,9,2016,3426.0,3421.0,3358.0,3351.0,3803.0,3952.0,4570.0,4891.0,3426.6,3351.0,3577.0
93,26,30,4.257731958762887,5,2016-09-01,3803,9,2016,3577.0,3426.0,3421.0,3358.0,3952.0,4570.0,4891.0,4906.0,3517.0,3358.0,3803.0
94,6,33,4.127853881278539,4,2016-09-01,3952,9,2016,3803.0,3577.0,3426.0,3421.0,4570.0,4891.0,4906.0,46.0,3635.8,3421.0,3952.0
95,4,12,4.323529411764706,4,2016-09-01,4570,9,2016,3952.0,3803.0,3577.0,3426.0,4891.0,4906.0,46.0,46.0,3865.6,3426.0,4570.0
96,6,40,3.7469879518072284,4,2016-09-01,4891,9,2016,4570.0,3952.0,3803.0,3577.0,4906.0,46.0,46.0,47.0,4158.6,3577.0,4891.0
97,26,30,4.257731958762887,4,2016-09-01,4906,9,2016,4891.0,4570.0,3952.0,3803.0,46.0,46.0,47.0,51.0,4424.4,3803.0,4906.0
98,26,65,3.96,6,2016-10-01,46,10,2016,4906.0,4891.0,4570.0,3952.0,46.0,47.0,51.0,54.0,3673.0,46.0,4906.0
99,8,49,3.6170212765957452,6,2016-10-01,46,10,2016,46.0,4906.0,4891.0,4570.0,47.0,51.0,54.0,54.0,2891.8,46.0,4906.0
100,27,56,3.8840579710144927,6,2016-10-01,47,10,2016,46.0,46.0,4906.0,4891.0,51.0,54.0,54.0,65.0,1987.2,46.0,4906.0
101,25,32,3.5760869565217392,6,2016-10-01,51,10,2016,47.0,46.0,46.0,4906.0,54.0,54.0,65.0,508.0,1019.2,46.0,4906.0
102,27,60,2.8095238095238093,6,2016-10-01,54,10,2016,51.0,47.0,46.0,46.0,54.0,65.0,508.0,515.0,48.8,46.0,54.0
103,17,16,3.488888888888889,6,2016-10-01,54,10,2016,54.0,51.0,47.0,46.0,65.0,508.0,515.0,543.0,50.4,46.0,54.0
104,8,71,3.9479166666666665,6,2016-10-01,65,10,2016,54.0,54.0,51.0,47.0,508.0,515.0,543.0,547.0,54.2,47.0,65.0
105,18,69,4.126436781609195,1,2016-10-01,508,10,2016,65.0,54.0,54.0,51.0,515.0,543.0,547.0,552.0,146.4,51.0,508.0
106,15,63,4.082758620689655,1,2016-10-01,515,10,2016,508.0,65.0,54.0,54.0,543.0,547.0,552.0,564.0,239.2,54.0,515.0
107,13,52,4.549180327868854,1,2016-10-01,543,10,2016,515.0,508.0,65.0,54.0,547.0,552.0,564.0,579.0,337.0,54.0,543.0
108,16,37,4.227941176470588,1,2016-10-01,547,10,2016,543.0,515.0,508.0,65.0,552.0,564.0,579.0,588.0,435.6,65.0,547.0
109,29,71,4.079545454545454,1,2016-10-01,552,10,2016,547.0,543.0,515.0,508.0,564.0,579.0,588.0,625.0,533.0,508.0,552.0
110,14,3,4.8677685950413245,1,2016-10-01,564,10,2016,552.0,547.0,543.0,515.0,579.0,588.0,625.0,948.0,544.2,515.0,564.0
111,7,54,3.65,1,2016-10-01,579,10,2016,564.0,552.0,547.0,543.0,588.0,625.0,948.0,1020.0,557.0,543.0,579.0
112,20,37,4.45045045045045,1,2016-10-01,588,10,2016,579.0,564.0,552.0,547.0,625.0,948.0,1020.0,1108.0,566.0,547.0,588.0
113,0,33,4.5,1,2016-10-01,625,10,2016,588.0,579.0,564.0,552.0,948.0,1020.0,1108.0,2955.0,581.6,552.0,625.0
114,16,82,3.6346153846153846,2,2016-10-01,948,10,2016,625.0,588.0,579.0,564.0,1020.0,1108.0,2955.0,4148.0,660.8,564.0,948.0
115,5,48,3.75,2,2016-10-01,1020,10,2016,948.0,625.0,588.0,579.0,1108.0,2955.0,4148.0,4667.0,752.0,579.0,1020.0
116,11,2,4.129032258064516,2,2016-10-01,1108,10,2016,1020.0,948.0,625.0,588.0,2955.0,4148.0,4667.0,4739.0,857.8,588.0,1108.0
117,25,66,3.1733333333333333,5,2016-10-01,2955,10,2016,1108.0,1020.0,948.0,625.0,4148.0,4667.0,4739.0,4899.0,1331.2,625.0,2955.0
118,0,6,4.304347826086956,5,2016-10-01,4148,10,2016,2955.0,1108.0,1020.0,948.0,4667.0,4739.0,4899.0,4899.0,2035.8,948.0,4148.0
119,12,2,3.3777777777777778,3,2016-10-01,4667,10,2016,4148.0,2955.0,1108.0,1020.0,4739.0,4899.0,4899.0,5002.0,2779.6,1020.0,4667.0
120,6,52,3.830188679245283,4,2016-10-01,4739,10,2016,4667.0,4148.0,2955.0,1108.0,4899.0,4899.0,5002.0,5040.0,3523.4,1108.0,4739.0
121,26,57,3.9823008849557517,4,2016-10-01,4899,10,2016,4739.0,4667.0,4148.0,2955.0,4899.0,5002.0,5040.0,5406.0,4281.6,2955.0,4899.0
122,19,29,3.2222222222222223,4,2016-10-01,4899,10,2016,4899.0,4739.0,4667.0,4148.0,5002.0,5040.0,5406.0,5673.0,4670.4,4148.0,4899.0
123,4,70,3.7196261682242993,3,2016-10-01,5002,10,2016,4899.0,4899.0,4739.0,4667.0,5040.0,5406.0,5673.0,43.0,4841.2,4667.0,5002.0
124,12,74,4.311827956989247,4,2016-10-01,5040,10,2016,5002.0,4899.0,4899.0,4739.0,5406.0,5673.0,43.0,45.0,4915.8,4739.0,5040.0
125,13,79,3.571428571428572,4,2016-10-01,5406,10,2016,5040.0,5002.0,4899.0,4899.0,5673.0,43.0,45.0,47.0,5049.2,4899.0,5406.0
126,12,34,3.72972972972973,4,2016-10-01,5673,10,2016,5406.0,5040.0,5002.0,4899.0,43.0,45.0,47.0,49.0,5204.0,4899.0,5673.0
127,25,6,4.687943262411348,6,2016-11-01,43,11,2016,5673.0,5406.0,5040.0,5002.0,45.0,47.0,49.0,54.0,4232.8,43.0,5673.0
128,23,3,4.041666666666667,6,2016-11-01,45,11,2016,43.0,5673.0,5406.0,5040.0,47.0,49.0,54.0,56.0,3241.4,43.0,5673.0
129,17,35,3.6585365853658534,6,2016-11-01,47,11,2016,45.0,43.0,5673.0,5406.0,49.0,54.0,56.0,56.0,2242.8,43.0,5673.0
130,6,72,3.6703296703296697,6,2016-11-01,49,11,2016,47.0,45.0,43.0,5673.0,54.0,56.0,56.0,57.0,1171.4,43.0,5673.0
131,25,82,3.660550458715597,6,2016-11-01,54,11,2016,49.0,47.0,45.0,43.0,56.0,56.0,57.0,59.0,47.6,43.0,54.0
132,23,74,4.545454545454546,6,2016-11-01,56,11,2016,54.0,49.0,47.0,45.0,56.0,57.0,59.0,61.0,50.2,45.0,56.0
133,10,21,3.720930232558141,6,2016-11-01,56,11,2016,56.0,54.0,49.0,47.0,57.0,59.0,61.0,64.0,52.4,47.0,56.0
134,22,46,4.195652173913044,6,2016-11-01,57,11,2016,56.0,56.0,54.0,49.0,59.0,61.0,64.0,443.0,54.4,49.0,57.0
135,11,22,3.8571428571428568,6,2016-11-01,59,11,2016,57.0,56.0,56.0,54.0,61.0,64.0,443.0,462.0,56.4,54.0,59.0
136,25,4,3.6966292134831455,6,2016-11-01,61,11,2016,59.0,57.0,56.0,56.0,64.0,443.0,462.0,523.0,57.8,56.0,61.0
137,27,0,4.9344262295081975,6,2016-11-01,64,11,2016,61.0,59.0,57.0,56.0,443.0,462.0,523.0,557.0,59.4,56.0,64.0
138,26,17,4.244541484716157,1,2016-11-01,443,11,2016,64.0,61.0,59.0,57.0,462.0,523.0,557.0,564.0,136.8,57.0,443.0
139,7,41,3.8411764705882354,1,2016-11-01,462,11,2016,443.0,64.0,61.0,59.0,523.0,557.0,564.0,578.0,217.8,59.0,462.0
140,17,65,3.761363636363636,1,2016-11-01,523,11,2016,462.0,443.0,64.0,61.0,557.0,564.0,578.0,978.0,310.6,61.0,523.0
141,20,10,3.1237113402061856,1,2016-11-01,557,11,2016,523.0,462.0,443.0,64.0,564.0,578.0,978.0,1043.0,409.8,64.0,557.0
142,27,43,4.0381679389312986,1,2016-11-01,564,11,2016,557.0,523.0,462.0,443.0,578.0,978.0,1043.0,1132.0,509.8,443.0,564.0
143,15,30,4.544378698224851,1,2016-11-01,578,11,2016,564.0,557.0,523.0,462.0,978.0,1043.0,1132.0,1170.0,536.8,462.0,578.0
144,22,80,3.22,2,2016-11-01,978,11,2016,578.0,564.0,557.0,523.0,1043.0,1132.0,1170.0,3284.0,640.0,523.0,978.0
145,17,62,3.5865384615384617,2,2016-11-01,1043,11,2016,978.0,578.0,564.0,557.0,1132.0,1170.0,3284.0,3295.0,744.0,557.0,1043.0
146,7,84,2.5526315789473686,2,2016-11-01,1132,11,2016,1043.0,978.0,578.0,564.0,1170.0,3284.0,3295.0,3665.0,859.0,564.0,1132.0
147,6,32,4.440789473684211,2,2016-11-01,1170,11,2016,1132.0,1043.0,978.0,578.0,3284.0,3295.0,3665.0,4200.0,980.2,578.0,1170.0
148,23,27,2.9454545454545453,5,2016-11-01,3284,11,2016,1170.0,1132.0,1043.0,978.0,3295.0,3665.0,4200.0,4247.0,1521.4,978.0,3284.0
149,14,3,4.8677685950413245,5,2016-11-01,3295,11,2016,3284.0,1170.0,1132.0,1043.0,3665.0,4200.0,4247.0,4465.0,1984.8,1043.0,3295.0
150,2,67,4.440366972477063,5,2016-11-01,3665,11,2016,3295.0,3284.0,1170.0,1132.0,4200.0,4247.0,4465.0,4511.0,2509.2,1132.0,3665.0
151,2,58,4.034883720930233,5,2016-11-01,4200,11,2016,3665.0,3295.0,3284.0,1170.0,4247.0,4465.0,4511.0,4839.0,3122.8,1170.0,4200.0
152,6,82,3.5726872246696035,4,2016-11-01,4247,11,2016,4200.0,3665.0,3295.0,3284.0,4465.0,4511.0,4839.0,5169.0,3738.2,3284.0,4247.0
153,24,54,4.7407407407407405,4,2016-11-01,4465,11,2016,4247.0,4200.0,3665.0,3295.0,4511.0,4839.0,5169.0,5964.0,3974.4,3295.0,4465.0
154,6,42,3.4007936507936507,4,2016-11-01,4511,11,2016,4465.0,4247.0,4200.0,3665.0,4839.0,5169.0,5964.0,41.0,4217.6,3665.0,4511.0
155,14,62,4.296296296296297,4,2016-11-01,4839,11,2016,4511.0,4465.0,4247.0,4200.0,5169.0,5964.0,41.0,49.0,4452.4,4200.0,4839.0
156,12,51,3.781609195402299,3,2016-11-01,5169,11,2016,4839.0,4511.0,4465.0,4247.0,5964.0,41.0,49.0,49.0,4646.2,4247.0,5169.0
157,4,12,4.323529411764706,3,2016-11-01,5964,11,2016,5169.0,4839.0,4511.0,4465.0,41.0,49.0,49.0,51.0,4989.6,4465.0,5964.0
158,9,54,6.413793103448278,6,2016-12-01,41,12,2016,5964.0,5169.0,4839.0,4511.0,49.0,49.0,51.0,52.0,4104.8,41.0,5964.0
159,25,4,3.6966292134831455,6,2016-12-01,49,12,2016,41.0,5964.0,5169.0,4839.0,49.0,51.0,52.0,53.0,3212.4,41.0,5964.0
160,0,40,3.548387096774193,6,2016-12-01,49,12,2016,49.0,41.0,5964.0,5169.0,51.0,52.0,53.0,56.0,2254.4,41.0,5964.0
161,10,15,3.5,6,2016-12-01,51,12,2016,49.0,49.0,41.0,5964.0,52.0,53.0,56.0,57.0,1230.8,41.0,5964.0
162,18,82,4.318181818181818,6,2016-12-01,52,12,2016,51.0,49.0,49.0,41.0,53.0,56.0,57.0,62.0,48.4,41.0,52.0
163,0,5,3.7777777777777777,6,2016-12-01,53,12,2016,52.0,51.0,49.0,49.0,56.0,57.0,62.0,437.0,50.8,49.0,53.0
164,27,7,3.4683544303797467,6,2016-12-01,56,12,2016,53.0,52.0,51.0,49.0,57.0,62.0,437.0,504.0,52.2,49.0,56.0
165,26,81,4.683168316831684,6,2016-12-01,57,12,2016,56.0,53.0,52.0,51.0,62.0,437.0,504.0,513.0,53.8,51.0,57.0
166,25,26,3.3814432989690717,6,2016-12-01,62,12,2016,57.0,56.0,53.0,52.0,437.0,504.0,513.0,517.0,56.0,52.0,62.0
167,12,26,4.178571428571429,1,2016-12-01,437,12,2016,62.0,57.0,56.0,53.0,504.0,513.0,517.0,517.0,133.0,53.0,437.0
168,27,47,3.0161290322580645,1,2016-12-01,504,12,2016,437.0,62.0,57.0,56.0,513.0,517.0,517.0,537.0,223.2,56.0,504.0
169,4,43,4.0886075949367084,1,2016-12-01,513,12,2016,504.0,437.0,62.0,57.0,517.0,517.0,537.0,556.0,314.6,57.0,513.0
170,29,75,4.40566037735849,1,2016-12-01,517,12,2016,513.0,504.0,437.0,62.0,517.0,537.0,556.0,1007.0,406.6,62.0,517.0
171,13,37,3.568807339449541,1,2016-12-01,517,12,2016,517.0,513.0,504.0,437.0,537.0,556.0,1007.0,1033.0,497.6,437.0,517.0
172,12,74,4.311827956989247,1,2016-12-01,537,12,2016,517.0,517.0,513.0,504.0,556.0,1007.0,1033.0,1049.0,517.6,504.0,537.0
173,22,11,3.8846153846153846,1,2016-12-01,556,12,2016,537.0,517.0,517.0,513.0,1007.0,1033.0,1049.0,1185.0,528.0,513.0,556.0
174,19,30,3.6344086021505375,2,2016-12-01,1007,12,2016,556.0,537.0,517.0,517.0,1033.0,1049.0,1185.0,1212.0,626.8,517.0,1007.0
175,21,15,2.851063829787234,2,2016-12-01,1033,12,2016,1007.0,556.0,537.0,517.0,1049.0,1185.0,1212.0,2972.0,730.0,517.0,1033.0
176,29,29,4.636363636363637,2,2016-12-01,1049,12,2016,1033.0,1007.0,556.0,537.0,1185.0,1212.0,2972.0,3415.0,836.4,537.0,1049.0
